ID,Is_Lead
K3K3PRBA,0.594111198
HMXUS24O,0.058248154
7782JGSG,0.051963042
IR5O75FJ,0.535399197
TYXZUHWW,0.107900756
KXDAZPJA,0.294179155
KQ72UMUJ,0.053118212
NMQUDY5H,0.340773824
UPGDYQD4,0.069014611
43TATIR4,0.328067274
ZGS42TDA,0.268440797
UDUVJPEC,0.541702361
6LZFSNFO,0.631483248
HDXBOPWF,0.281652034
LEDRGM6X,0.674259961
HAYHBL9N,0.048844032
EK7HVXU3,0.630536239
ERQ2QIXP,0.051175547
3VPRHMHH,0.190630236
URQKYCGB,0.041820378
FAZYAUYH,0.047104125
VVZPXGST,0.626030357
BBB24XTR,0.031129065
HVZZVPPC,0.507840572
KPQTHTVB,0.606771154
KRD7P4SN,0.081196961
E2ZITY9E,0.062500934
CYMFYPYN,0.502113798
8AJQSCVA,0.050929384
4W6Q3LV9,0.063633771
6MEWSXAC,0.060261903
KOM8CNPR,0.046884652
VMNLJSUB,0.047937767
GZYSVJDJ,0.056095334
XXF8BXYC,0.05941748
EY8USYWG,0.570452578
D9FO6KK7,0.068753825
QEYPSNJO,0.258409687
O54QIFLN,0.056739553
SQZUAFM5,0.100888738
A2PBLH8B,0.624306053
YRXAOZCO,0.18591044
SFENPBHR,0.585472935
YT9NGQJU,0.169106347
BYKDJBQE,0.251162243
STFMMCPJ,0.48254181
7NESECYM,0.048542289
8PE8UXO2,0.761150584
VUPJUDS5,0.105289934
AVLPSYNR,0.600408478
CWG2V9PY,0.052859591
G6AYAC8F,0.523742946
DLFMWDF2,0.041209772
KQP2MGLF,0.052941907
M2BL9ZVT,0.712439799
5VZWUX9A,0.060893949
WIXYUF4Z,0.655609263
E8HVRFFT,0.59136042
EEDUKVNW,0.045177476
ALKQDKMX,0.060279279
UJP7YD5I,0.037502158
ZC9ZN4Q9,0.044126014
2DKBAKLF,0.085475131
6O7KQP3B,0.112220009
JT2NZHVK,0.068222761
4ZDMKJWT,0.461048184
O5AWGKFS,0.03693127
DXN9HFAO,0.042400705
4KVHZOMD,0.62771338
CUQFCBFE,0.145330992
GTKW68JU,0.054647672
CZA93MQA,0.388487382
EEZIFWQY,0.049981533
AA6GHWZQ,0.624009125
5XNALBET,0.02320968
8IDGX5BF,0.422472188
2GUL4IGM,0.485623042
UPJF8BXL,0.320342032
GASHP2RW,0.618312156
XKBTFI8Z,0.078963457
NXYYLQFY,0.2711885
ATNDSJWV,0.399407919
EIDY2VBW,0.048840832
5XSCMREG,0.103091522
5CFXZH3W,0.540169645
JMEMEGXH,0.056334251
M4EOICTN,0.05052167
DLSZ3OAW,0.021691755
MKEF4ZWT,0.044422254
CCHVITY8,0.969477106
P5QT6XKE,0.044759292
BJEJSVST,0.080411379
RCPLYJ5E,0.043794724
92YKHVYG,0.604071353
X8WGJXLH,0.733589362
AHCMF56D,0.569056583
HH78GMEZ,0.08660367
HPUWO8V5,0.46802065
SOSS45S9,0.024047977
FCOOZHF7,0.369124996
AF5UTQ3V,0.083576961
NA4CQ4PY,0.049949918
ND9EX6YE,0.125024738
BBWU2A4T,0.021721391
9WHQCDHE,0.046162469
ZGWBVNKH,0.726505866
YN8Z4XBM,0.022564782
AKJVAKXB,0.049747647
GHVMK2WC,0.659737955
BMVAAH6K,0.021880782
AK2OS9WV,0.140509766
SLHCMEVJ,0.178625486
UKXE6ZQO,0.023339169
V8BED57T,0.202019542
FXCMNUWF,0.051024247
NXAROY2V,0.080678801
H82PDGAN,0.053069289
J5FRHAFO,0.57399685
ABWCC8EG,0.067902462
9Q4OUYPS,0.043460118
UYDLKKDY,0.347426712
ZRQF9DFD,0.179510874
MANTFXZB,0.075663273
GNQNOXDC,0.080615787
WUAZQUAR,0.553785359
8VWWBE8X,0.516333064
22JMBUCY,0.290026325
C6SKKXMI,0.049574074
O3QDGUBT,0.039670934
5H3MBGKJ,0.424593809
QGXKDSGI,0.667072769
F5GRGYKZ,0.152798253
DBKHVZNT,0.060765009
KWKB3EXZ,0.057781171
ZSFVAGPH,0.678214244
7P2MJGZB,0.190547843
XHRFWGNM,0.992883019
HK2PVHHT,0.665565624
DTAZTVV4,0.052438878
5PMGSNPV,0.527158552
8HTQK4PJ,0.598398953
XMNNP9HR,0.255274152
K96Y9BGT,0.531493279
FYAHH8NZ,0.535655778
3HJYPSSQ,0.992589174
JKMQZF65,0.049530302
GGZ6D8CR,0.050739075
7A9YVNCY,0.491277873
GIWQWH7U,0.051988328
IEA24R6W,0.048688285
5XWA725J,0.12382974
DSUQCWQW,0.023747892
WUVSJ9MP,0.677139451
P5RAUKQO,0.461973674
DFUXRVFV,0.061081335
FFLUBCBQ,0.122714895
MP8PPRZU,0.46799828
SVKPPVBH,0.688650423
HPRDRDYG,0.222614106
4HPWHJQR,0.046126901
DP5KU544,0.069328886
D9PWADDX,0.054260242
PU4P3WRR,0.05088435
59OQJA5N,0.456440326
PWSUENM6,0.14338171
MSQZXIVC,0.343042813
CWU4PFEV,0.0553224
IUA89GAZ,0.364882369
SFVCIU3V,0.134305805
ZU5KXCU5,0.637974967
RENUNTCV,0.055057301
EDKGLOVP,0.045550197
KFQ8V7ZE,0.062526447
FNNKTNJV,0.085582668
7QTCGD3P,0.556987603
HHE92KFC,0.193938994
RKMAHKVZ,0.062551538
AER8DQJV,0.046612661
SHMSUSA6,0.049092993
AC3A8FBA,0.417860426
URGXTTBL,0.502203381
BNKNBJ5U,0.368718088
WQSLYI4K,0.033012689
EPD473X3,0.602981363
WYQ2PVH8,0.044399533
M9S2PNW9,0.720568543
NABN5JZR,0.474964706
GT9DJTPA,0.048195768
4WWFSSGF,0.057603243
FTJJAXKX,0.058973387
DHSGBMZX,0.056749973
KWS9SEBT,0.085955224
QXPYTWTK,0.058439564
DAVMRY9H,0.11180706
BMGIQWUV,0.569817382
5F6WECWP,0.060205433
HFSBGSKQ,0.447203656
Q9YFEIMP,0.045857044
XCUXD3FU,0.077444222
DCBLH8SW,0.633400887
B3PY5VZB,0.053893551
EDWCR5OE,0.593794154
FKANQXHC,0.05981047
EPGJVSSA,0.064478833
DAJSO7IL,0.341230676
7JAUYZLH,0.566666925
R7QJRP78,0.680684371
WCOJMSPS,0.052138444
GWHYRQ3B,0.024919146
BKZTVD9C,0.530638434
Q2DGSYAI,0.057999317
YUYSXKUM,0.060879431
8OCWY937,0.051465428
TBU5BRM5,0.477817386
3AGKKC7S,0.055726609
N8VPOXBU,0.051104746
NMMZAFOZ,0.691901865
FG9HUWUK,0.602960735
MGOAYRFB,0.113797361
2VAFD9Z7,0.055546737
7BYNQJRQ,0.285882545
N49YSZN8,0.061602057
9ZHCINVP,0.062261614
MKQGASOP,0.051579545
UYRGDGEP,0.300155807
PNZAANWU,0.616714798
N45UTC8L,0.089988163
JVBSKEHB,0.306278837
EJVQRV3I,0.282188892
EIATJNWG,0.05493919
8POXJPBA,0.127784163
HB59BG5O,0.703813933
EN5BGZ7F,0.482390163
J8IHLGS3,0.051682806
EJYSPYMV,0.06467691
LUVBFBHY,0.510459922
I7ZKBPYR,0.653434963
ZDDEJYAQ,0.052600728
LMBKUWGS,0.043906997
NHGNG6PG,0.146090054
O36YY6NR,0.064850269
AG7WMVRS,0.050318473
JGVFVAOP,0.269243741
ADGMGVRJ,0.064259688
RVRQJOQE,0.069901891
S5B5HZT8,0.053332162
2JWZCLC3,0.535776269
XFHWLPSK,0.195400153
HYZ5EV5Z,0.538810656
EORWDFHJ,0.059904878
5FKPDQUF,0.53337936
EETGEZ5E,0.778419351
5OOSRGTF,0.02444304
EA4BJLEI,0.377000047
LHZZP8QJ,0.167354162
CVWOKU38,0.044405637
V3T9XCR6,0.097965318
AJSNRMF8,0.114347365
KNKVSCWF,0.050454869
AQSPCKM2,0.075702378
9KNUZU6X,0.597305507
SPKB9MJY,0.047112372
J5TXLM4H,0.051113502
WNPSZX8I,0.069731953
HQR4O8SJ,0.049615231
WWVYDZNY,0.023362905
35T47RWP,0.058591754
NDBZEBQP,0.051405127
FKDV5JMG,0.617265695
CB4J66XH,0.06198782
AUDRRY7P,0.09260632
FOGEHBRO,0.067279568
3JL3NKEB,0.050879089
CRR6BASG,0.100365485
IE5F7IFQ,0.081229013
MWCACLEH,0.024274924
HTCJQUPM,0.25296243
28QS9V3Y,0.028097852
RLDVBAQ8,0.503955184
4CT4EV8B,0.16759947
JHEWPQQV,0.077292115
UPZVSEFO,0.049578644
E7KFGHJX,0.993989248
KREB3FIU,0.051562896
VTJVPODN,0.255768251
ADSTPN5P,0.076932287
RZOG8QLB,0.048941893
X7QFNXPU,0.547732951
O8UYXGLU,0.040903672
ICJAFEKQ,0.301895482
3KK2FI7F,0.050967242
ITWAVUSA,0.328679869
C9WOISAN,0.041725561
3ZDBFJ5K,0.768854297
RHT2VURX,0.222904887
AS5GMKNG,0.256060059
5APG2SYY,0.057909407
QMBE9VAJ,0.080574323
YL3N4FYR,0.463110086
NHGMZB6Q,0.16351505
LAJHPQ2M,0.041295791
MIABUTQT,0.056081748
NHRENHC9,0.606746975
JM3CKV3Z,0.552699281
H93PDTPI,0.556110645
I9JUJ6I8,0.266351841
NITMVQBH,0.021896601
EWNRHWXR,0.057351917
8JDT2JGJ,0.063191767
8NTZSDMW,0.087007109
XHSBTQF8,0.514527277
KXCXQZTQ,0.620013818
EWPCTLQM,0.052277188
FX5J44HG,0.443981421
KFRPNHEY,0.022307778
JCIP2ARC,0.058502838
DHP65JZT,0.087401297
JXNYTJI7,0.637933396
YB8F22PS,0.059361407
ZONUSCFH,0.201861849
8YUDPARE,0.468665184
ATYDETUH,0.079541056
7LS2TOHJ,0.057806872
XNEI253H,0.020927236
9UPZ7LXY,0.06324484
LRMMEVPQ,0.057374235
WUUZ7KF4,0.03970428
3DO7FSTT,0.053075913
669CJAMV,0.113660203
KAAHZASV,0.409452193
CDRJ9J7Z,0.062262589
AAOATDEJ,0.05854821
WTVPY84M,0.051862923
3L6GCNID,0.108377427
3UAFAHGD,0.68939819
E9PG5VHZ,0.489798698
VQ9VBFUS,0.223349189
7HD3D5FJ,0.055524054
UGCYWMXT,0.679380739
GSFKCHTR,0.558460145
FXYSXDKU,0.601630181
58BXUATW,0.994850558
R7ZFGKCL,0.026153075
ZKBG7FAN,0.318442748
KFNGMS6Y,0.081339282
XDPOLZAQ,0.073998001
Z6XRZFPU,0.034552214
IJVYYSVT,0.358171856
MQZYMF8P,0.112136805
8WS4WE7V,0.040872213
QWMUMW2E,0.525188408
QTSWA67I,0.050664743
X9QUKA2Z,0.059630037
MGWJWSLP,0.251729243
T9HPMDNR,0.025428807
2MHVJR26,0.05267109
75P4WPZT,0.188949017
4DMGSKKK,0.04850502
8P3AJDDJ,0.414013321
MVK7NUNU,0.06971742
DMDM9FMD,0.125836612
5VK7WAT5,0.472148024
BYG4RRJD,0.670048639
PBYZEZC7,0.141864272
MCWF2Y3A,0.564761701
EG58WGXR,0.991910507
DDEV3V6S,0.147994762
NZRJF432,0.06993776
VTCXLMEW,0.061334715
2ENFBKEE,0.602188953
EVTZCLAE,0.071128559
5CQKUJQ2,0.61514619
W38JURKK,0.376346516
DNROYXGE,0.498863431
KCBCFZRR,0.04877038
JKKDFXUP,0.584831014
KYTANV65,0.241811987
SZN45WXR,0.02632909
WXHMZ28B,0.232327135
AITBSUDG,0.049706025
GKKREGGK,0.051486469
8WGJCZ92,0.053753255
SBYPSYHV,0.055104285
949XCXNU,0.059344545
4QTU2MXY,0.84430112
QWZBKAC2,0.129499883
DXACGCRB,0.035500569
VLTWVXQY,0.095740977
HDK5KFE4,0.627374856
EKUPWDQZ,0.022766512
NSW5WCUX,0.989437389
QCWJYFVG,0.056951962
JVYHDWOW,0.665330182
SKYBVR2W,0.116755583
DWNSHUZG,0.565233555
KXGON9UW,0.071617295
T3EZ3OEA,0.05469878
GJ5UJNDO,0.04949913
K9MXTWA2,0.20033731
EAMUC9TB,0.045367755
P68UDWTE,0.023311476
V2QRJTVZ,0.21513039
EAZ9REVF,0.262664367
HJGBDVXV,0.403395542
GSYI8H2R,0.681790457
XWSB3REU,0.082918223
CWASTBYU,0.626789733
ET2F3JEZ,0.027331012
P3QXRCUE,0.049180084
LTEGAPJ9,0.044845719
AWKMC9PK,0.538418061
YZTCLAZ5,0.180847892
MECHBRTS,0.502677793
LHIE77F9,0.0977802
LQEFRNB5,0.101313125
DTCFGR5T,0.080946453
PH452MAC,0.068449662
M6XG7HIZ,0.486200163
JNQDSNWX,0.610757798
5V9ZQMUA,0.048100367
IRJ8IIWK,0.487163155
BQUN6ZA2,0.089835046
8XKIXYEB,0.081088867
PL8OLHE2,0.050494401
4KAAPXJR,0.178175062
HUHQFWY9,0.629218307
Z8FRY6WG,0.051405512
5FADQUVA,0.376395347
QX7RTY4R,0.059765051
4NVCSBRZ,0.683579847
DQBLAX3Y,0.644985096
BBTMDPFW,0.07327378
4V6BA7XL,0.079516856
ORJRJBGQ,0.02456686
9LSYWCBF,0.067206925
ABTVYVTY,0.09281085
KQSARDUR,0.414241247
AVRRTW9G,0.022439403
4HATCCEQ,0.055328928
WCCHDOXK,0.073715728
AI8IRHXU,0.600857729
MKHQSIE2,0.060093736
BZ3CDETN,0.066017641
8V6SEYE3,0.435466997
HU5ZU5AJ,0.04421418
XXVCL33O,0.263994548
H4U2YKSW,0.05792495
NVL5XRDR,0.049171535
MYGWPHUK,0.054960369
KZTAM4YF,0.05432259
SCMBAJOF,0.616047001
ETJWSNAZ,0.080718797
2322XTMM,0.083916601
KFHT5FCW,0.589187401
YQS65GAO,0.058659579
55BJU99F,0.619497798
N6YDFJA5,0.033846282
CISLS4BW,0.199103518
BDYEZREN,0.044676164
KBEK6AL2,0.1115554
FAKIKNVR,0.544214171
BDKWY4RB,0.052001536
PJMTDLIZ,0.40453389
WKOGACCS,0.170107919
TKJY8Y3R,0.103281634
XG5SOSXW,0.049214781
M8JWDGBG,0.058525392
XAUJ5FVR,0.177054379
K4SZUIWX,0.515983784
KZJSYAXD,0.023287878
EKUXOTCV,0.398505455
F9JFH28I,0.255456244
CEPGMSIF,0.429936847
KC5WCZZX,0.068663924
IBQPXUPA,0.136513095
TYP69Z3S,0.055467897
GB7NI6F4,0.022263613
P6YCLWTS,0.041143404
J9CHMIKK,0.100837921
DESXR2SK,0.422610447
9A9BN8RW,0.064917408
9ZNNRN7K,0.399124512
EJUHAJVR,0.993377867
JTLSEPTM,0.273454733
XNUKTWQ7,0.677942828
JK67UKSJ,0.072709682
QZUQ2G2H,0.055133184
9VYTFZED,0.021696834
7WEBA5GR,0.048533267
RJEZXFSP,0.119354143
JR3XCMNN,0.055191022
74L8MTNS,0.137945924
D2FVXJ6U,0.023321076
ULRHUOJT,0.054760828
HTOAGV7R,0.453267787
2BCB4DUG,0.045845053
MPVENMQP,0.592222105
EPTDUXPD,0.025167246
86VNFCCP,0.045176532
HDNZWYDT,0.578290087
JZSXYTPS,0.02343907
MHD7VSEZ,0.995654842
RGNYHMNA,0.572621097
7OXJQCQN,0.59977012
MSSNOJEA,0.050356934
JLRBABZV,0.058200145
TZA6EUSM,0.066077464
8HUNT2GK,0.13114866
42MNCZRO,0.074086383
9ZTDZGLG,0.022113654
CM9F6HZP,0.054314583
HFLMFNED,0.052412195
MAKMIKJK,0.61399827
FSTJHVSV,0.063259796
2NH3VELK,0.056904448
AAJHYQ5W,0.18210286
4VJWGNRP,0.154648983
DSYAZIHU,0.213547983
HF585PTO,0.056589855
ML4YHQJG,0.494066074
9XZMDD5A,0.579645414
KMUH5J2U,0.022894833
BB6VISTO,0.495573923
B9A5V7IE,0.347038257
LYFQCUBN,0.053349891
BX8HTVFV,0.021228632
SXDDTJP9,0.995387639
4VQNXRT4,0.051523518
DG6C3UDP,0.060889309
UPEXDEDY,0.051697195
XSYPUETY,0.991627886
UEXUCBUK,0.052161152
V64TP3ST,0.050718432
T2SINE2C,0.060314764
HYGHYTKV,0.563010433
LXBXVKC3,0.060420337
E2Y5YSND,0.276496274
NZQAYQ7V,0.617660726
EQZVHC3H,0.049983357
HPUPFNTJ,0.270402393
W5XWX6RI,0.047065869
OUXCNCG2,0.134219558
HCHZCKPU,0.07188752
D4TKFDFR,0.172005731
RTFK9QGZ,0.270501304
4NX9TFVF,0.0444574
E3GIOCHJ,0.623623467
3XAUEKS6,0.554411078
IA64ARAU,0.690785799
CHVJVDEU,0.072872935
MV32OGAQ,0.085454915
TXBWCVRR,0.0472089
BZ7RROOB,0.169823714
R4CYG2L3,0.072141641
WCXO6FBE,0.048768006
8AABW6HZ,0.470179449
6PRXHR4T,0.052371075
XCPBAP7M,0.529091364
LAKMWZWC,0.558114284
RD46KGZZ,0.353170077
KAZ93BJW,0.496459684
BZKEPZ2D,0.055171393
HCQUNVCL,0.05234165
CNFYQUHY,0.075732252
CXCKCBJT,0.044273065
DPLCROZC,0.059366895
MBEQB4VP,0.051241108
95VMSWSA,0.256464036
QILPLYXJ,0.222645907
HVPW3C4S,0.667072769
YFTJJJPG,0.677177886
AJNHETKI,0.25319305
FCPXGD75,0.33859763
2C2NLHUB,0.415129601
7VHDIXX3,0.10734174
GJVE5LXU,0.531816319
9EPDWZYE,0.047189124
KUJHATPB,0.103621265
NBFVYJHJ,0.075679506
LUSY4IPO,0.050051818
7DQSCOZE,0.020678175
RF8QAGRU,0.643685548
EI2S25M9,0.051790382
4INMCUBD,0.051706538
CEES8Q9Q,0.024678857
7CJY2WQD,0.06556853
TO6Q4KWT,0.19954701
KS5KNXEQ,0.356091047
25O4VYTH,0.375454062
9BEH9TWR,0.431891144
7RQQWRFR,0.555576983
CTNMQYQJ,0.114070405
M3EXWDBM,0.18422774
YC6QPQE9,0.042875313
CBJGCAT9,0.044677348
E7OAACIP,0.259462245
DQN4JZSG,0.052556895
NCHMVPTP,0.543367264
7H5DCOZX,0.486654811
AAIBQMBZ,0.067839647
MK4ANEZC,0.098747023
ZSZMCVRA,0.493420391
BZ22FEGR,0.683461173
PNL4AFQY,0.073297528
VRLAZZVV,0.120413289
NTZUGZPS,0.630451422
NKH3AXST,0.726979178
AELIS2M6,0.04040877
GQVPYWPU,0.072108289
29OK2G9G,0.352557126
9VYMHXVC,0.049553746
XZ5OZLBM,0.405233636
NJZNF9WK,0.255092046
WLJYFEOW,0.616855374
CE8SUHXT,0.047182983
DOKMA3Z4,0.069954266
WBM2YIGQ,0.060394854
JZMSYVUZ,0.670229922
HCUHWJFA,0.061335553
DLF77P39,0.092757012
RKUXA2CQ,0.660914799
OGK7DWTO,0.12063579
PUVOC8H4,0.053098533
ZFQC3NQS,0.04413263
AATSLSVA,0.476421394
EQMMMJHJ,0.620600128
TPQGDYXE,0.628345723
CMDQGZRI,0.05777336
C6FFHTC2,0.526305591
ONHMCYNM,0.48641779
CSCDJ8HG,0.220755389
FFNFMQDO,0.04269943
EOFDJ85J,0.020609926
B76DGPHA,0.091973484
D5VRQZR9,0.054728408
2XCUJBOG,0.053117726
HYJ6FWGO,0.647534675
DDW6PVBM,0.995777529
OECAW5ZX,0.022800546
JR3TQBF8,0.28374011
YXCQ8PDD,0.048951327
TQCNMHYP,0.283041769
RGCC3X2Y,0.243828054
EY4WQVVW,0.049264529
WBQNESNF,0.65527989
NVFPZIWP,0.063239307
QYVFHADR,0.63150543
8LDWQCKG,0.994892819
K9X2ZHK7,0.726883437
63WDDE84,0.123036973
CTPVH2KN,0.124912653
HJGHA5Z4,0.049452992
MVWDBDPJ,0.267831012
KNUIQ5GV,0.050778075
N7U3SJCP,0.525448517
HLNZJFSE,0.020837532
NSXRGPDH,0.630157601
JFEZR8ZX,0.605979433
RKQQSYWY,0.99401921
ZXWVXGMM,0.048293139
A3LDQEJ2,0.18183814
7VYOYEZH,0.140462701
FYRAAV9A,0.629566326
7U2SLWLW,0.520023944
XTXTTEBC,0.723843758
CHZDTKHT,0.025977922
MMCFBLKN,0.524236122
YCVBVIE2,0.111196585
CHYDSSDT,0.471347166
MXH89ZOM,0.060149979
WZCCIH4Q,0.2887161
MPK4FMMC,0.178213186
P6BVTYLF,0.991423989
RJRIHTF9,0.051141629
E9QDWSIL,0.04294339
JT7PC7RG,0.079561807
HLQL5PUY,0.0578374
GMB3TLXG,0.070197709
LJ8S98QV,0.059359306
EFPFCXK4,0.63870577
SP69AAPG,0.140610309
KXSPGZMT,0.292528611
E6JJSF4H,0.053153021
GHVIEBD5,0.04895408
EWP6M4Z9,0.038410881
CZHSAM8N,0.74268183
JEKLB6WA,0.043474428
DAYGHXWD,0.160250549
SWHZK42F,0.049790256
8KADBPF8,0.047217932
WWQB3MFV,0.050754527
EPGFVVLA,0.023619986
GCCFFTYZ,0.049314298
QLAWCSZ9,0.317728749
LUNJNV7S,0.22936852
DPSES6SE,0.54476791
BEZHAHYS,0.046979914
FZ8JRQLD,0.052429843
F46YQQ2X,0.04149211
VDIU3AFP,0.048009695
KPN4ZFZP,0.057797091
WW7QMDKD,0.023612621
SESTUCZT,0.572484825
64DB9BFS,0.045162609
MZCYJMMT,0.535430319
NRL6JLHF,0.633147739
KJRMYSFZ,0.724460476
RMRMMCHO,0.104194189
DZHYMYNY,0.055953915
KTPGN37F,0.043704287
3F3EWNQJ,0.396739857
KTYHVSPE,0.640035684
8E2LJBN2,0.019568885
OASX6RMA,0.28434387
JGJKBQHV,0.139889528
ARVEMKGW,0.177998948
HZZCRPKK,0.060713648
4XBFRIMC,0.597253989
WSLSAXGZ,0.060885345
V4TBRFYH,0.123176302
VDHKVI5K,0.040762761
LLP8CK2Q,0.047527437
5KFE9PLJ,0.060122448
3KZQKSIG,0.138215313
4BGI4TVY,0.022399775
BGGCKNHP,0.555967506
EEXXQETT,0.550116387
Q4HFAIHD,0.055113715
AMJUKRZT,0.499551199
EJQEEMJP,0.057512307
BBDBMMAV,0.049284735
ENBXVHWB,0.021395286
7KRGF5WA,0.483940597
FHR9WNJJ,0.600853059
J8EXDQY4,0.582219791
T73YUOTT,0.604895615
C2WQ2STL,0.075017521
36VGNDJE,0.187225058
GM7HTKSC,0.507937059
ABPWVIXM,0.113032443
SHWRRWCB,0.657683658
EQSYPU3N,0.168124062
KMUFZKJG,0.266496949
5ZUVRQEL,0.05555863
YX6QKCQR,0.0411394
YVYSQGFS,0.448864893
2TODFDNU,0.050349181
J5XBHHLN,0.490521988
PZ9FCOIX,0.051503149
GQS5QACL,0.037750694
DQDSSU8T,0.075014581
F6FA58EJ,0.064074554
XAEFFKSA,0.678288661
NQSTCBZK,0.765083226
WGSAZQG6,0.674931492
5GPCMUWO,0.265658902
U5UTWVXJ,0.062206329
J9CAZWW5,0.053055149
8RG6JFN9,0.495366058
KYAAXIE8,0.050892751
Z9PLQGOB,0.053907344
3QOWSZLY,0.064891054
BBXXKQMZ,0.058140884
GHX5BPX9,0.023754642
AKMSCHEM,0.078386977
RGDUHUST,0.485244917
S45RVLHP,0.943566448
FPW2ZELV,0.051709295
D55ZHSNN,0.623064417
NP7MJJCX,0.025852843
JST425ST,0.558070463
2WGTVFZD,0.614061933
LQEA6MSZ,0.055196935
98ZADXYM,0.454681462
RCOQC4SW,0.048042888
XKCSI3NE,0.149820284
LUSXWBCA,0.080745113
DMAEGAYV,0.16285303
ABOS6FNX,0.024334148
JRDNSG2F,0.706001985
JB8XPMZA,0.068117176
EJXQWBAG,0.624066873
9CNCZ4KW,0.0512208
4AQAMXLM,0.054973086
GZQ52QYX,0.401430409
CXCHZDV5,0.298224582
BBPHLQTI,0.041100493
MHW6HSX7,0.190835099
TVMRR9B6,0.023653614
DH6XSCAX,0.045284954
52QZA87Q,0.248099514
CAEDZP2Y,0.05114179
H5FHYUT2,0.660651325
HNSAETNN,0.07720909
NYYD5WEH,0.024125531
JCNRBUIZ,0.255075982
DLF42EQH,0.589452913
RNFUOHG7,0.498493413
CU5JNYMU,0.71599221
NWWFUYQX,0.245886131
VTYBEINE,0.053268079
SJNKGU7K,0.059992247
CGAVTUEA,0.373728438
KLPQEG2D,0.049504762
NGEEGWZS,0.042852605
M6BPKSBO,0.045866703
36GZ938D,0.060682442
8HEHRPR3,0.596489066
GGF6KSWT,0.574096991
HHKQMRXK,0.07163135
HUHBC7EK,0.123080011
53UEHUAD,0.127616708
DQ8TJYSK,0.472806763
IDKKVRMB,0.044792673
UGTWWY9M,0.04253911
75YNMVFA,0.047262917
GUB7UEIM,0.063812398
XNYEXNHM,0.053786807
B4AYZRBH,0.045025605
BFTML24N,0.077067989
CNGTXH3Z,0.068727419
WS8MCFKI,0.151976229
CA6XBMHO,0.075480908
8WHDEUV4,0.039187648
6USCNZBM,0.298922509
DF7YCO4Z,0.049191323
XUGW8NJM,0.410144606
CPSTZDSH,0.665931052
VRMM2SMX,0.051881368
PEH8TEWK,0.535437878
YSXQVDWY,0.607570924
CAYMTSWV,0.066905627
F8VSHZWM,0.534399253
DCXMRYYD,0.072340222
WGXQZ79E,0.056234029
GJUIDRQM,0.572582213
CUYYTVC3,0.050010097
RGAMYQ4P,0.678587277
JPVIVVBT,0.484967165
EWU2NM3Z,0.182611169
JN5ANM3P,0.326816836
JBQYCZ7E,0.433325006
52RAMVMV,0.051845402
MXSMAWKH,0.543150156
BTANYMJ9,0.281530482
EKD3FNQZ,0.217673377
BSIK7HSZ,0.98936839
W6924GVK,0.270581889
QGPLVZSN,0.077784878
W8QKWX2F,0.208118051
YQCRQ3XR,0.298041821
ILUZVAYQ,0.621277098
C5VFMEMA,0.050336809
UEKRAUMC,0.708709524
C2458RQQ,0.596090347
KPTPQP8I,0.041043361
9G3GZDQF,0.056920619
7ETZ4JFA,0.607816128
24DQWAA7,0.341306923
PZVESFSS,0.247152999
KVLRVGAT,0.165999521
WYITJIED,0.580288203
9CCKSTQL,0.561830355
MV8ZCV2X,0.053057735
4MTJMHNA,0.722226417
JHYGDUWM,0.483102655
Q7VNANTD,0.105924333
M4BJRKVS,0.040002925
AT4UCEMU,0.053633891
QURBNTSS,0.021851283
B8CAUTLM,0.051697594
BHOFTXXB,0.052617557
VBHRELHX,0.020423909
AFGYGHI7,0.440360236
DKYUJMQG,0.60657954
NSCTBQ92,0.589314639
LE3VJTBJ,0.04977531
7RJY7ZFK,0.438356282
EJ5B8VDW,0.363812131
SJ7BHTAS,0.651676573
U7XLNIXY,0.049599466
GQ2YIKCX,0.11199638
2OWYCACR,0.06294227
A4JK6UAF,0.058536998
BKFCFMKC,0.067500419
FGG6AFYQ,0.063209106
SKSE5U69,0.552967448
EWZMIRFZ,0.022927245
QXXZZU6F,0.046252815
Y754GXW9,0.023377495
SRR79YDA,0.577628824
USMGNAQO,0.023097582
HXQKLKD7,0.326507051
LH4OU6LY,0.736073332
ODWYP6H6,0.730619814
5G7BGQRQ,0.099703955
2LFCQLOX,0.206072233
YUNRSCOZ,0.154009518
AQARNFBO,0.073360951
BG7Y87D7,0.222157125
YAHTPB99,0.057823897
8BBMUVFI,0.694653375
GFROZYZ5,0.171174776
YTCYZGCF,0.58439427
72HNHUHC,0.659522865
FQGN4YYK,0.145074993
GQTUSITX,0.048390358
AZHVB86A,0.409210703
MWQLK8J8,0.145246174
VORWK99Z,0.049620188
WKIPWXCC,0.359884285
M3FSWTRE,0.057603243
I8NTJAQT,0.252966257
5QORRTFG,0.354668202
X6XTQI6S,0.174482657
4SWCIKJ5,0.126550054
LNDWJGUA,0.641259705
GH2XS5PJ,0.597336443
KSBQ7XZG,0.042523752
NAMYNPA6,0.228233921
FERPG4D7,0.444457102
A3ZQKL33,0.06507067
2GNEQTWC,0.032679645
GKCWMPYP,0.042727966
79QFW9IH,0.41474286
L3ZI4DRE,0.111693754
HJSA45GR,0.019157803
9SYZKBDQ,0.652296355
DWF65NBQ,0.069210528
EBQSK3DB,0.049745663
HGXMMVJB,0.074443229
WOARNPAT,0.019965974
4O7VVR4E,0.056806707
2ANFQXUN,0.023620404
